ImgID,A1
NEUR60_scan2_img31_day07_D.pt,1
NEUR60_scan2_img31_day11_S.pt,0
NEUR60_scan2_img32_day04_D.pt,2
NEUR60_scan2_img32_day08_S.pt,0
NEUR60_scan2_img33_day09_S.pt,0
NEUR60_scan2_img33_day21_D.pt,2
NEUR60_scan2_img34_day14_S.pt,2
NEUR60_scan2_img34_day20_D.pt,2
NEUR60_scan2_img35_day10_S.pt,0
NEUR60_scan2_img35_day18_D.pt,2
NEUR60_scan2_img36_day13_S.pt,0
NEUR60_scan2_img36_day16_D.pt,2
NEUR60_scan2_img37_day06_D.pt,0
NEUR60_scan2_img37_day15_S.pt,2
NEUR60_scan2_img38_day12_S.pt,2
NEUR60_scan2_img38_day19_D.pt,2
NEUR60_scan2_img39_day13_S.pt,2
NEUR60_scan2_img39_day21_D.pt,1
NEUR60_scan2_img40_day07_D.pt,2
NEUR60_scan2_img40_day14_S.pt,2
NEUR60_scan2_img41_day12_S.pt,0
NEUR60_scan2_img41_day16_D.pt,2
NEUR60_scan2_img42_day13_S.pt,2
NEUR60_scan2_img42_day17_D.pt,1
NEUR60_scan2_img43_day04_D.pt,2
NEUR60_scan2_img43_day09_S.pt,2
NEUR60_scan2_img44_day15_S.pt,0
NEUR60_scan2_img44_day20_D.pt,2
NEUR60_scan2_img45_day09_S.pt,2
NEUR60_scan2_img45_day17_D.pt,2
NEUR60_scan2_img46_day10_S.pt,2
NEUR60_scan2_img46_day21_D.pt,1
NEUR60_scan2_img47_day15_S.pt,0
NEUR60_scan2_img47_day17_D.pt,2
NEUR60_scan2_img48_day12_S.pt,0
NEUR60_scan2_img48_day19_D.pt,0
NEUR60_scan2_img49_day06_D.pt,2
NEUR60_scan2_img49_day14_S.pt,2
NEUR60_scan2_img50_day11_S.pt,2
NEUR60_scan2_img50_day17_D.pt,2
NEUR60_scan2_img51_day06_D.pt,2
NEUR60_scan2_img51_day10_S.pt,0
NEUR60_scan2_img52_day08_S.pt,0
NEUR60_scan2_img52_day20_D.pt,0
NEUR60_scan2_img53_day13_S.pt,2
NEUR60_scan2_img53_day21_D.pt,0
NEUR60_scan2_img54_day11_S.pt,2
NEUR60_scan2_img54_day16_D.pt,2
NEUR60_scan3_img07_day57_S.pt,0
NEUR60_scan3_img07_day77_D.pt,2
NEUR60_scan3_img08_day61_S.pt,2
NEUR60_scan3_img08_day76_D.pt,0
NEUR60_scan3_img09_day59_S.pt,0
NEUR60_scan3_img09_day67_D.pt,0
NEUR60_scan3_img10_day60_S.pt,2
NEUR60_scan3_img10_day78_D.pt,0
NEUR60_scan3_img11_day61_S.pt,2
NEUR60_scan3_img12_day64_S.pt,1
NEUR60_scan3_img12_day67_D.pt,2
NEUR60_scan3_img13_day57_S.pt,0
NEUR60_scan3_img13_day79_D.pt,0
NEUR60_scan3_img14_day78_D.pt,0
NEUR60_scan3_img14_day82_S.pt,0
NEUR60_scan3_img15_day75_D.pt,0
NEUR60_scan3_img15_day83_S.pt,0
NEUR60_scan3_img16_day72_S.pt,0
NEUR60_scan3_img16_day76_D.pt,0
NEUR60_scan3_img17_day72_S.pt,0
NEUR60_scan3_img17_day75_D.pt,0
NEUR60_scan3_img18_day55_D.pt,0
NEUR60_scan3_img18_day62_S.pt,0
NEUR60_scan3_img19_day66_D.pt,0
NEUR60_scan3_img19_day82_S.pt,0
NEUR60_scan3_img20_day63_S.pt,0
NEUR60_scan3_img20_day69_D.pt,1
NEUR60_scan3_img21_day59_S.pt,0
NEUR60_scan3_img21_day65_D.pt,1
NEUR60_scan3_img22_day78_D.pt,1
NEUR60_scan3_img22_day81_S.pt,0
NEUR60_scan3_img23_day54_D.pt,0
NEUR60_scan3_img23_day64_S.pt,0
NEUR60_scan3_img24_day56_D.pt,0
NEUR60_scan3_img24_day62_S.pt,0
NEUR60_scan3_img25_day54_D.pt,0
NEUR60_scan3_img25_day64_S.pt,1
NEUR60_scan3_img26_day56_D.pt,2
NEUR60_scan3_img26_day58_S.pt,0
NEUR60_scan3_img27_day60_S.pt,0
NEUR60_scan3_img27_day68_D.pt,2
NEUR60_scan3_img28_day66_D.pt,0
NEUR60_scan3_img28_day83_S.pt,2
NEUR60_scan3_img29_day79_D.pt,0
NEUR60_scan3_img29_day83_S.pt,2
NEUR60_scan3_img30_day68_D.pt,0
NEUR60_scan3_img30_day73_S.pt,0
NEUR60_scan3_img31_day54_D.pt,0
NEUR60_scan3_img31_day57_S.pt,0
NEUR60_scan3_img32_day61_S.pt,0
NEUR60_scan3_img32_day79_D.pt,0
NEUR60_scan3_img33_day63_S.pt,0
NEUR60_scan3_img33_day79_D.pt,2
NEUR60_scan3_img34_day68_D.pt,0
NEUR60_scan3_img34_day82_S.pt,0
NEUR60_scan3_img35_day54_D.pt,0
NEUR60_scan3_img35_day57_S.pt,0
NEUR60_scan3_img36_day57_S.pt,0
NEUR60_scan3_img36_day65_D.pt,2
NEUR60_scan3_img37_day60_S.pt,1
NEUR60_scan3_img37_day67_D.pt,0
NEUR60_scan3_img38_day74_S.pt,0
NEUR60_scan3_img38_day75_D.pt,2
NEUR60_scan3_img39_day65_D.pt,1
NEUR60_scan3_img39_day74_S.pt,2
NEUR60_scan3_img40_day74_S.pt,2
NEUR60_scan3_img40_day76_D.pt,0
NEUR60_scan3_img41_day71_S.pt,0
NEUR60_scan3_img41_day77_D.pt,0
NEUR60_scan3_img42_day55_D.pt,0
NEUR60_scan3_img42_day73_S.pt,0
NEUR60_scan3_img43_day54_D.pt,0
NEUR60_scan3_img43_day62_S.pt,2
NEUR60_scan3_img44_day65_D.pt,0
NEUR60_scan3_img44_day74_S.pt,2
NEUR60_scan3_img45_day61_S.pt,2
NEUR60_scan3_img45_day66_D.pt,2
NEUR60_scan3_img46_day68_D.pt,0
NEUR60_scan3_img46_day74_S.pt,2
NEUR60_scan3_img47_day60_S.pt,0
NEUR60_scan3_img47_day69_D.pt,0
NEUR60_scan3_img48_day53_D.pt,0
NEUR60_scan3_img48_day63_S.pt,2
NEUR60_scan3_img49_day65_D.pt,2
NEUR60_scan3_img49_day73_S.pt,0
NEUR60_scan3_img50_day77_D.pt,1
NEUR60_scan3_img50_day81_S.pt,0
NEUR60_scan3_img51_day53_D.pt,2
NEUR60_scan3_img51_day58_S.pt,0
NEUR60_scan3_img52_day79_D.pt,0
NEUR60_scan3_img52_day83_S.pt,0
NEUR60_scan3_img53_day77_D.pt,0
NEUR60_scan3_img53_day81_S.pt,0
NEUR60_scan3_img54_day69_D.pt,2
NEUR60_scan3_img54_day71_S.pt,2
