ImgID,A1
NEUR47_scan2_img45_day09_S.pt,0
NEUR47_scan2_img46_day08_S.pt,1
NEUR47_scan2_img46_day16_D.pt,0
NEUR47_scan2_img47_day09_S.pt,2
NEUR47_scan2_img47_day15_D.pt,0
NEUR47_scan2_img48_day16_D.pt,0
NEUR47_scan2_img49_day08_S.pt,0
NEUR47_scan2_img50_day07_D.pt,2
NEUR47_scan2_img50_day12_S.pt,1
NEUR47_scan2_img51_day11_S.pt,0
NEUR47_scan2_img51_day20_D.pt,1
NEUR47_scan3_img07_day67_S.pt,0
NEUR47_scan3_img07_day69_D.pt,0
NEUR47_scan3_img08_day49_D.pt,0
NEUR47_scan3_img08_day50_S.pt,0
NEUR47_scan3_img09_day64_S.pt,0
NEUR47_scan3_img09_day73_D.pt,1
NEUR47_scan3_img10_day60_D.pt,0
NEUR47_scan3_img11_day65_S.pt,2
NEUR47_scan3_img11_day72_D.pt,2
NEUR47_scan3_img12_day58_D.pt,0
NEUR47_scan3_img12_day64_S.pt,0
NEUR47_scan3_img13_day62_D.pt,2
NEUR47_scan3_img13_day64_S.pt,0
NEUR47_scan3_img14_day48_D.pt,2
NEUR47_scan3_img14_day53_S.pt,0
NEUR47_scan3_img15_day53_S.pt,0
NEUR47_scan3_img15_day70_D.pt,2
NEUR47_scan3_img16_day49_D.pt,2
NEUR47_scan3_img16_day50_S.pt,1
NEUR47_scan3_img17_day48_D.pt,0
NEUR47_scan3_img18_day65_S.pt,2
NEUR47_scan3_img18_day70_D.pt,1
NEUR47_scan3_img19_day61_D.pt,0
NEUR47_scan3_img20_day53_S.pt,0
NEUR47_scan3_img20_day70_D.pt,0
NEUR47_scan3_img21_day62_D.pt,0
NEUR47_scan3_img22_day69_D.pt,2
NEUR47_scan3_img23_day47_D.pt,2
NEUR47_scan3_img23_day65_S.pt,1
NEUR47_scan3_img24_day64_S.pt,2
NEUR47_scan3_img24_day72_D.pt,0
NEUR47_scan3_img25_day54_S.pt,1
NEUR47_scan3_img25_day71_D.pt,0
NEUR47_scan3_img26_day67_S.pt,2
NEUR47_scan3_img26_day70_D.pt,0
NEUR47_scan3_img27_day53_S.pt,1
NEUR47_scan3_img27_day71_D.pt,0
NEUR47_scan3_img28_day50_S.pt,2
NEUR47_scan3_img28_day62_D.pt,0
NEUR47_scan3_img29_day67_S.pt,0
NEUR47_scan3_img29_day69_D.pt,0
NEUR47_scan3_img30_day65_S.pt,0
NEUR47_scan3_img30_day69_D.pt,1
NEUR47_scan3_img31_day66_S.pt,0
NEUR47_scan3_img31_day68_D.pt,2
NEUR47_scan3_img32_day60_D.pt,0
NEUR47_scan3_img32_day65_S.pt,1
NEUR47_scan3_img33_day60_D.pt,0
NEUR47_scan3_img33_day64_S.pt,2
NEUR47_scan3_img34_day56_S.pt,0
NEUR47_scan3_img34_day63_D.pt,2
NEUR47_scan3_img35_day59_D.pt,0
NEUR47_scan3_img36_day71_D.pt,2
NEUR47_scan3_img37_day73_D.pt,0
NEUR47_scan3_img38_day47_D.pt,0
NEUR47_scan3_img38_day67_S.pt,1
NEUR47_scan3_img39_day68_D.pt,0
NEUR47_scan3_img40_day48_D.pt,2
NEUR47_scan3_img41_day65_S.pt,2
NEUR47_scan3_img41_day71_D.pt,1
NEUR47_scan3_img42_day73_D.pt,0
NEUR47_scan3_img43_day48_D.pt,1
NEUR47_scan3_img43_day64_S.pt,2
NEUR47_scan3_img44_day50_S.pt,0
NEUR47_scan3_img44_day73_D.pt,0
NEUR47_scan3_img45_day47_D.pt,2
NEUR47_scan3_img46_day65_S.pt,0
NEUR47_scan3_img47_day55_S.pt,0
NEUR47_scan3_img48_day68_D.pt,1
NEUR47_scan3_img49_day53_S.pt,0
NEUR47_scan3_img49_day71_D.pt,1
NEUR47_scan3_img50_day65_S.pt,2
NEUR47_scan3_img50_day72_D.pt,2
NEUR47_scan3_img51_day65_S.pt,2
NEUR47_scan3_img51_day69_D.pt,2
NEUR47_scan3_img52_day48_D.pt,0
NEUR47_scan3_img52_day56_S.pt,0
NEUR47_scan3_img53_day50_S.pt,0
NEUR47_scan3_img53_day58_D.pt,2
NEUR47_scan3_img54_day49_D.pt,0
NEUR47_scan3_img54_day50_S.pt,0
